id,qid1,qid2,question1,question2,is_duplicate
5080,10011,10012,In what ways can I grow taller?,What are the ways to grow tall?,1
5081,10013,10014,How many calories does 50 good form push ups burn?,What are some easy ways to burn 50 calories?,0
5082,10015,10016,How do I learn acoustic guitar at home?,How do I learn playing guitar without formal training?,1
5083,10017,10018,What is the best way to configure the SEO ultimate Premium WordPress plugin?,What are the best Wordpress SEO plugins?,0
5084,10019,10020,Is there a good tool to visualize Caffe network prototxt file?,What are some good data visualization tools?,0
5085,10021,10022,How do you know you are ready to tell your significant other you love them?,How do you decide when you're ready to tell a significant other you love them?,1
5086,10023,10024,Can I reset my Gmail password without having to change my username?,How do I reset my Gmail password when I don't remember my recovery information?,0
5087,10025,10026,What is Jeffrey Kearns' opinion on Khan Academy?,What is Jeffery Kearns' opinion on Khan Academy?,1
5088,10027,10028,I am a B.E fresher & I am weak in programming so which field should I choose…?,Administration of atropine in organophophorous poisioning?,0
5089,10029,10030,What is an ionic bond?,What are some examples of an ionic bond?,0
5090,10031,10032,Who is your favourite Impressionist painter and why?,Can untidy and poor living condition(for years) lead to schizophrenia or other depression?,0
5091,10033,10034,What is the best Python learning book for beginners?,What is the recommended book to learn python for beginner?,1
5092,10035,10036,Why can't the indian education system improve?,How can we practically improve the indian education system for better india?,0
5093,10037,10038,What are the biggest Silicon Valley companies?,Who is the biggest gossip in Silicon Valley?,0
5094,10039,10040,What universities does Universal Health Services recruit new grads from? What majors are they looking for?,What universities does Universal Health Realty recruit new grads from? What majors are they looking for?,0
5095,10041,10042,Why should I vote for Trump?,"Can anyone give me a clear, incisive reason as to why I should vote for Trump?",1
5096,10043,5308,Does green tea really help in losing weight?,How Green tea is useful for reducing fat?,1
5097,10044,10045,What is there at the top of the Eiffel Tower?,Is there an elevator to the top of the eiffel tower ?,0
5098,10046,10047,What are the advantages and disadvantages of washing one's face with cold water?,What are the advantages and disadvantages of washing your face with cold water?,1
5099,10048,10049,My boyfriend dumped me because I am not like other girls who wear makeup and fashionable clothes. What should I do?,Why do people stare at me in the metro and market places in Delhi just because I wear skimpy clothes?,0
5100,10050,10051,Which is the worlds best electric shaver?,What are the best electric shavers available on the market?,1
5101,10052,4630,Which is best digital marketing course?,What is the best digital marketing course available online and offline in India and Why?,1
5102,10053,10054,How can people who voted for Obama say Trump is not qualified to be president?,Why are the undereducated people that overwhelmingly voted for President Obama held in higher regard by the left than the undereducated Trump voters?,0
5103,10055,10056,How can we remove stretch marks from stomach?,How can you get rid of stretch marks by losing weight?,1
5104,10057,10058,How do I program a Dish remote to my TV?,How do you program a Dish remote to your TV?,1
5105,10059,10060,What political orientation does India follow?,Which political orientation does India follow?,1
5106,10061,10062,How can a boy know if a girl likes him or not?,How do I know if this girl likes me?,1
5107,10063,10064,Criminal Minds (TV series): Why does Dr. Spencer Reid never shake hands?,What Criminal Minds episodes are based on real life?,0
5108,10065,10066,"Which do you prefer, Super Mario bros 3 or Super Mario world?",How many worlds are there in Super Mario Bros. Wii?,0
5109,10067,10068,"Anne wanted to raise 500,000 pesos of startup capital from a venture capitalist rather than arranging a bank loan. To what extent do you agree?","Anne wanted to raise 500,000 pesos of startup capital from a venture capitalist rather than arranging bank loan. To what extent do you agree with her?",1
5110,10069,10070,How do I read the ammeter of an Enfield?,Is Enfield haunting in England real?,0
5111,10071,10072,Is moto g4 plus available in retail sailing?,When Moto G4 Plus 64gb will be available in India?,0
5112,10073,10074,What is correct - Continuous Improvement or continual improvement?,"What is the grammatically correct form, I was born or I was borned?",0
5113,10075,10076,What are some examples of social justice issues in the Bible?,What are examples of social justice issues?,0
5114,10077,10078,What happened after Kurukshetra war?,What happened after the Kurukshetra war?,0
5115,10079,10080,How did wheat become a cash crop in Louisiana? What is the economic impact of this industry in Louisiana?,How did sugarcane become a cash crop in Louisiana? What is the economic impact of this industry in Louisiana?,0
5116,10081,10082,"Your girlfriend/wife refused to have an abortion, so you leave and she raises the child. How do you feel about being a deadbeat dad?",What are places where boys like to be touched by a girl?,0
5117,10083,10084,What is the OBC cut off for IIFT 2015?,What is the overall cutoff in the IIFT (Indian Institute of Foreign Trade) exam for an OBC (NCL) student?,0
5118,10085,10086,"Do people like Bjarne Stroustrup (Morgan Stanley) and Guido Van Rossum (Google, Dropbox) get interviewed?",What is the IQ of Bjarne Stroustrup?,0
5119,10087,10088,How do airplanes manage to stay inside the atmosphere? Please see drawing.,Do airplanes need to account for earth's curvature or does gravity do all the work?,0
5120,10089,10090,Do men always initiate conversation if they like a woman?,Is it okay for a guy to always initiate the text conversation?,0
5121,10091,10092,Who invented light years?,Who invented the light year?,1
5122,10093,10094,WHAT SCORE SHOULD I TO ADMIT IN KOLKATA BASED GOVT MEDICAL COLLEGE?,Is gtbit provide admission in next year?,0
5123,10095,10096,What are the things that one should do before they die?,"If you have one last thing to do before you die, what would that be?",1
5124,10097,10098,How do you delete saved Snapchat messages that won't go away?,How do you delete messages on Snapchat?,0
5125,10099,10100,Why do so many people have an issue with black people getting reparations?,"Do people with depression often have issues with procrastination? If so, why?",0
5126,10101,10102,What are the skills needed in order to get a job in mechanical engineering?,What skills are required for mechanical engineering?,0
5127,10103,10104,Do I have to pay money if I hit the subscribe button on YouTube?,I need to make money real quick. Should I start a YouTube career?,0
5128,10105,10106,Where can I watch American TV shows in India?,Which are the most watched American TV shows in India?,0
5129,10107,10108,What are important things for people intending to major in medicine to know about?,What are important things for people intending to major in education to know about?,0
5130,10109,10110,Why did Ginnifer Goodwin change her first name from Jennifer?,Is it possible to change your first and second name in Sweden?,0
5131,10111,10112,What is the membranous system involved in intracellular transport?,What is cell membrane transport?,0
5132,10113,10114,Where is starch digested? How is it digested?,How is starch digested?,1
5133,10115,10116,Is dating fun? Should it be?,Is dating actually fun?,1
5134,10117,10118,Where can I get past papers for IB online?,How can one prepare for the IB English Language and Literature paper 1 and 2?,0
